Date,SPY US Equity,IWM US Equity,EFA US Equity,EEM US Equity,DBC US Equity,GLD US Equity,VNQ US Equity,TLT US Equity,SHY US Equity,FDN US Equity,IBB US Equity,IEZ US Equity,IGV US Equity,IHE US Equity,IHI US Equity,ITA US Equity,ITB US Equity,IYJ US Equity,IYT US Equity,IYW US Equity,IYZ US Equity,KBE US Equity,KCE US Equity,KIE US Equity,PBJ US Equity,PBS US Equity,SMH US Equity,VNQ US Equity,XLB US Equity,XLP US Equity,XLU US Equity,XOP US Equity,XRT US Equity
20060324,96.0434,60.9248,41.3222,24.2501,21.1564,55.71,34.9987,55.0526,63.2192,NA,26.6494,NA,39.8465,NA,NA,NA,NA,25.0553,68.095,11.526,17.0433,38.1089,43.3367,13.0994,12.2509,13.1853,NA,34.9987,22.7645,16.0312,18.2134,NA,NA
20060327,95.9032,60.933,41.2517,24.3986,21.2839,56.39,34.5945,54.8487,63.2034,NA,26.5263,NA,39.7494,NA,NA,NA,NA,25.0353,68.5887,11.5437,17.1223,38.0454,43.6595,13.0665,12.2669,13.1853,NA,34.5945,22.9207,15.9778,18.0919,NA,NA
20060328,95.3132,60.6157,40.8544,23.9532,21.5573,56.06,34.978,54.3358,63.1482,NA,26.2932,NA,39.4874,NA,NA,NA,NA,24.9197,68.0615,11.4237,17.0235,37.6577,43.1459,12.9448,12.1943,13.1398,NA,34.978,22.7289,15.8507,18.0167,NA,NA
20060329,95.9106,61.7382,41.3927,24.411,21.7031,57.07,35.6308,54.0763,63.1482,NA,26.4162,NA,39.9145,NA,NA,NA,NA,25.131,68.7059,11.6483,17.1818,37.6929,43.8063,13.0563,12.2589,13.3036,NA,35.6308,23.1125,15.9644,18.1266,NA,NA
20060330,95.741,61.5756,41.8924,24.5347,21.9673,58.6,35.1178,53.6993,63.1166,NA,26.5717,NA,40.2833,NA,NA,NA,NA,25.151,68.4883,11.6705,17.0763,37.5238,43.843,13.0082,12.2589,13.34,NA,35.1178,23.1977,15.8374,17.9647,NA,NA
20060331,95.7631,61.7952,41.5977,24.4976,21.8124,58.1,35.1904,53.6808,63.1403,NA,26.6818,NA,40.3027,NA,NA,NA,NA,25.1749,68.7979,11.6216,17.0631,37.5167,43.953,12.9448,12.2751,13.3309,NA,35.1904,22.9775,15.7772,17.8317,NA,NA
20060403,95.6893,61.2827,42.0526,25.1905,21.9126,58.47,34.5837,53.6984,63.1053,NA,26.3158,NA,40.3901,NA,NA,NA,NA,25.2587,69.5009,11.6661,17.096,37.6084,43.909,13.0006,12.3132,13.3127,NA,34.5837,23.2617,15.8307,17.8548,NA,NA
20060404,96.3015,61.5593,42.3858,25.3389,21.7942,58.33,34.3459,53.6425,63.1528,NA,26.3093,NA,40.3804,NA,NA,NA,NA,25.4222,70.3043,11.7039,17.2081,37.9256,44.5474,12.96,12.3074,13.3582,NA,34.3459,23.2972,15.8173,18.0457,NA,NA
20060405,96.6335,61.8765,42.5268,25.5988,21.9308,58.66,34.5324,53.717,63.1607,NA,26.2543,NA,40.6134,NA,NA,NA,NA,25.4701,71.0323,11.8395,17.2279,38.0666,44.6721,13.0715,12.2912,13.3127,NA,34.5324,23.6168,15.8507,18.2192,NA,NA
20060406,96.5302,62.0067,42.5652,25.4676,22.3226,59.28,34.3925,53.3076,63.1528,NA,25.8138,NA,40.5357,NA,NA,NA,NA,25.4501,71.0825,11.8706,17.1158,37.9961,44.8409,13.036,12.2186,13.2945,NA,34.3925,23.6665,15.7906,17.9936,NA,NA
20060407,95.5492,61.0143,42.0783,25.0791,22.2224,58.59,33.8744,52.7865,63.1132,NA,25.3766,NA,40.3416,NA,NA,NA,NA,25.2587,70.4633,11.7328,17.0169,37.7282,44.6428,12.8915,12.1943,13.2672,NA,33.8744,23.3043,15.6502,17.7391,NA,NA
20060410,95.6967,60.9492,42.1552,24.9925,22.6324,59.6,33.5531,52.8858,63.129,NA,25.2146,NA,40.5842,NA,NA,NA,NA,25.2188,70.1704,11.6927,17.0103,37.7775,44.7749,12.8738,12.1863,13.2308,NA,33.5531,23.2972,15.6702,17.7333,NA,NA
20060411,94.8853,59.8674,41.8732,24.7797,22.7235,59.01,33.4702,53.0719,63.1845,NA,24.8454,NA,40.3707,NA,NA,NA,NA,25.0433,69.3753,11.6016,16.8389,37.6365,43.9369,12.78,12.1055,13.1398,NA,33.4702,23.1267,15.5232,17.5309,NA,NA
20060412,95.0624,60.4937,41.6682,24.9232,22.678,59.43,33.4702,52.7493,63.1449,NA,25.0203,NA,40.3901,NA,NA,NA,NA,25.2866,69.5594,11.5838,16.8125,37.6154,44.1732,12.818,12.0974,13.1489,NA,33.4702,23.283,15.5767,17.5714,NA,NA
20060413,94.937,60.6483,41.7771,25.042,22.8237,59.5,33.0298,52.3772,63.137,NA,25.2988,NA,40.4192,NA,NA,NA,NA,25.159,69.8356,11.6438,16.7796,37.7775,44.386,12.7901,12.057,13.1944,NA,33.0298,23.4037,15.5499,17.4904,NA,NA
20060417,94.9001,60.6889,41.9693,25.3389,23.0698,61.09,32.9366,52.5694,63.1766,NA,25.1531,NA,40.0795,NA,NA,NA,NA,25.0792,68.8983,11.5304,16.7334,37.7389,44.3199,12.8028,12.0005,13.1398,NA,32.9366,23.6097,15.463,17.4731,NA,NA
20060418,96.4048,62.389,42.8279,26.1803,23.3704,61.85,33.7397,52.6625,63.2637,NA,25.5385,NA,40.7007,NA,NA,NA,NA,25.6296,70.5302,11.7684,16.9642,38.5953,45.7288,12.8687,12.0974,13.249,NA,33.7397,24.256,15.6101,17.8085,NA,NA
20060419,96.5892,62.8445,43.1227,26.3411,23.5982,63.75,34.1542,52.3399,63.2478,NA,25.6065,NA,40.9434,NA,NA,NA,NA,25.7732,70.8566,11.7839,16.8455,38.3767,46.0736,13.1476,12.1621,13.2854,NA,34.1542,24.4194,15.6301,17.8664,NA,NA
20060420,96.722,62.511,42.9305,26.2471,23.3249,60.96,34.1904,52.2965,63.2241,NA,25.4705,NA,41.1375,NA,NA,NA,NA,25.9048,70.6557,11.8084,16.7202,38.4331,46.0296,13.1882,12.2024,NA,NA,34.1904,24.1921,15.6569,17.9936,NA,NA
20060421,96.7367,62.3727,43.2188,26.4525,23.8169,63.2,34.1956,52.6005,63.2241,NA,25.2373,NA,40.8463,NA,NA,NA,NA,25.9128,70.6808,11.6883,16.6939,38.2921,45.7581,13.2059,12.2105,13.1853,NA,34.1956,24.4336,15.6569,18.0746,NA,NA
20060424,96.5597,61.8765,43.2637,26.106,23.3431,61.65,34.0194,52.8114,63.2558,NA,25.2308,NA,40.7007,NA,NA,NA,NA,25.9128,71.2415,11.6638,16.6477,38.2357,45.3986,13.2313,12.162,13.0852,NA,34.0194,24.3484,15.7237,18.2423,NA,NA
20060425,96.1614,61.9172,43.238,25.7472,23.416,62.78,33.7604,52.1849,63.2082,NA,25.0041,NA,40.7298,NA,NA,NA,NA,25.6814,70.8231,11.6527,16.7005,38.1018,44.8996,13.1527,12.1378,13.0397,NA,33.7604,24.1779,15.7237,17.982,NA,NA
20060426,96.1835,61.8684,43.5071,26.2545,23.3249,63.65,33.6568,52.098,63.1607,NA,24.6608,NA,40.7298,NA,NA,NA,NA,25.7772,70.6306,11.6861,16.8587,38.412,45.1784,13.3181,12.267,13.1034,NA,33.6568,24.1708,15.8708,17.8027,NA,NA
20060427,96.6482,61.3559,43.584,25.8413,22.9604,62.96,33.8712,52.1663,63.2637,NA,25.1822,NA,41.3705,NA,NA,NA,NA,25.7173,70.2791,11.7839,16.8851,39.2015,45.1197,13.4721,12.2428,13.158,NA,33.8712,23.6878,15.8909,18.0399,NA,NA
20060428,96.9728,61.9823,43.5904,26.0937,23.3431,65.09,33.9935,52.2035,63.2795,NA,25.1498,NA,40.8075,NA,NA,NA,NA,25.6456,69.9946,11.5504,16.8521,39.9699,44.3199,13.5659,12.2347,13.1489,NA,33.9935,23.7944,15.931,18.1151,NA,NA
20060501,96.1835,61.2177,43.5712,26.0862,23.5982,65.16,33.5842,51.811,63.2419,NA,24.8292,NA,40.6231,NA,NA,NA,NA,25.6854,70.0532,11.4548,16.8719,39.3072,43.2926,13.4189,12.3397,12.967,NA,33.5842,23.9506,15.9243,17.9473,NA,NA
20060502,96.9064,62.0555,44.2376,26.5465,23.8715,66.55,33.2423,51.948,63.2499,NA,24.6478,NA,40.7492,NA,NA,NA,NA,25.8809,71.0742,11.497,16.9378,39.5046,43.7329,13.5786,12.3881,13.0306,NA,33.2423,24.185,16.0179,18.2365,NA,NA
20060503,96.545,61.9497,43.9749,26.5762,23.4433,66.46,33.3044,51.8359,63.2499,NA,24.6381,NA,40.2348,NA,NA,NA,NA,25.8968,71.4089,11.4748,16.8521,39.5469,43.7036,13.5862,12.2913,13.1489,NA,33.3044,24.1921,15.9109,18.1787,NA,NA
20060504,96.8916,62.7062,44.3145,26.836,23.1609,67.48,33.7759,51.7487,63.2578,NA,24.7547,NA,40.0892,NA,NA,NA,NA,26.1401,73.7354,11.5749,16.839,39.7302,43.9517,13.5456,12.372,13.2399,NA,33.7759,24.4336,15.9377,18.2018,NA,NA
20060505,97.7472,63.056,44.9937,27.269,23.416,67.99,34.2111,52.0601,63.2737,NA,25.26,43.6053,40.2251,40.6476,7.8403,21.8186,45.1233,26.4273,74.5053,11.6549,16.9312,40.1955,45.1051,13.5608,12.5009,13.4037,NA,34.2111,24.6041,16.0847,18.6125,NA,NA
20060508,97.6292,63.1454,44.9552,27.467,23.3522,67.56,34.3614,52.0912,63.2658,NA,25.1434,43.5307,40.1863,40.5828,7.834,21.7346,44.2496,26.4273,74.4383,11.6527,17.0433,40.0686,45.0221,13.5431,12.5174,13.4492,NA,34.3614,24.6964,16.1716,18.4679,NA,NA
20060509,97.821,63.056,45.2244,27.4917,23.7167,69.68,34.3459,52.0601,63.2737,NA,25.0041,44.0114,39.7883,40.3559,7.7977,21.7136,43.8714,26.4592,75.1162,11.6082,17.0631,40.0474,45.0904,13.5127,12.4689,13.4583,NA,34.3459,24.8598,16.2184,18.3117,NA,NA
20060510,97.7694,62.6737,45.0834,27.1948,24.3089,70.38,34.2215,52.1535,63.2737,NA,24.7061,44.3836,39.7397,40.0966,7.7661,21.8144,44.1686,26.4233,74.9655,11.4348,16.984,40.0404,44.6208,13.576,12.4528,13.4219,NA,34.2215,24.8669,16.1516,18.4563,NA,NA
20060511,96.5892,61.2583,44.6285,26.5019,24.5458,71.03,33.5894,51.8982,63.2976,NA,24.2883,43.481,38.7496,39.7562,7.6951,21.5709,42.9347,26.188,74.2961,11.1546,16.7466,39.5328,43.7181,13.4341,12.3074,13.2763,NA,33.5894,24.526,15.951,18.2828,NA,NA
20060512,95.3279,59.786,44.0518,25.8091,24.4638,71.12,33.1646,51.4685,63.2737,NA,24.1361,41.7072,38.4196,39.4402,7.6114,21.1092,42.3132,25.7652,72.6809,11.0723,16.5488,39.1945,43.0358,13.3276,12.2266,13.1671,NA,33.1646,24.0003,15.824,18.0804,NA,NA
20060515,95.5197,59.5176,43.6737,25.1905,23.6347,67.41,33.6205,51.674,63.3055,NA,24.0907,40.5634,38.2352,39.7481,7.6193,21.0546,41.2144,25.7293,72.9403,11.0478,16.5488,39.4835,42.4927,13.4062,12.2751,13.1307,NA,33.6205,23.6878,15.9978,18.196,NA,NA
20060516,95.3795,59.6152,43.6097,25.3167,23.7075,68.61,33.491,52.0601,63.3611,NA,23.945,40.4723,37.8081,40.1371,7.6509,21.021,41.2684,25.6814,72.07,10.9455,16.6147,39.3848,42.5295,13.429,12.3155,13.2581,NA,33.491,23.6949,16.058,18.1151,NA,NA
20060517,93.565,58.5252,42.2192,24.4481,23.6711,68.15,32.864,51.7363,63.3294,NA,23.511,39.8341,37.1383,39.3673,7.5594,20.5257,40.1812,25.143,70.3043,10.8277,16.2653,38.6869,41.3702,13.1729,12.2347,13.0852,NA,32.864,23.0557,15.8574,17.8374,NA,NA
20060518,93.093,57.9721,42.0911,23.978,23.6802,67.46,32.6102,52.4399,63.3929,NA,23.1514,38.798,37.0607,39.3349,7.5231,20.32,40.5209,24.9595,69.6682,10.7699,16.1928,38.3344,41.1207,13.1197,12.1863,13.0761,NA,32.6102,22.8142,15.7772,17.8317,NA,NA
20060519,93.7494,58.4846,42.3025,24.4951,23.1609,65.58,32.6879,52.5769,63.377,NA,23.3361,38.7151,36.9151,38.8973,7.4694,20.425,40.2057,25.0513,69.6431,10.8166,16.384,38.5741,41.7591,13.1476,12.1863,13.1489,NA,32.6879,22.9065,15.7906,17.982,NA,NA
20060522,93.034,57.8338,41.3734,23.342,23.3431,65.3,32.5998,52.689,63.377,NA,23.0672,38.3836,36.5462,39.108,7.4441,20.4712,39.3951,24.9396,70.0448,10.7276,16.2192,38.694,41.0253,13.0969,12.2832,13.0215,NA,32.5998,22.4093,15.8374,18.1209,NA,NA
20060523,92.3259,57.0855,41.3862,23.0871,23.7075,66.38,32.2444,52.6579,63.4168,NA,22.8016,38.6737,36.4491,38.8567,7.3747,20.3158,39.287,24.8758,69.5678,10.5853,16.2257,38.5036,40.6877,13.1045,12.154,12.9487,NA,32.2444,22.459,15.8307,17.8664,NA,NA
20060524,93.0635,57.5247,41.3606,22.9263,23.1062,64.06,32.2941,52.6828,63.4565,NA,23.0316,38.0686,36.7986,38.8243,7.3542,20.1521,40.3588,24.8359,69.2749,10.7321,16.206,38.5594,40.585,13.0665,12.1217,13.0124,NA,32.2941,22.3596,15.951,17.93,NA,NA
20060525,94.2141,58.7367,41.9181,23.9012,23.5071,64.7,32.9003,52.4773,63.4565,NA,23.5207,39.4114,37.148,39.2862,7.4915,20.2487,39.8364,25.0074,69.9193,10.8388,16.3774,38.7151,41.2748,13.1146,12.2832,13.1489,NA,32.9003,22.7432,16.1048,18.0977,NA,NA
20060526,94.6936,59.0865,42.2577,23.8295,23.7349,65.1,33.2941,52.4399,63.4803,NA,24.013,39.7429,37.148,39.5699,7.5436,20.3662,40.0796,25.147,70.4214,10.8633,16.4829,38.9054,42.0599,13.1729,12.2993,13.1853,NA,33.2941,23.1267,16.1048,18.2944,NA,NA
20060530,93.0118,57.4597,41.6169,22.8026,23.6073,65.11,33.0195,52.415,63.4326,NA,23.4365,39.0218,36.4006,39.1728,7.4457,20.1018,39.1609,24.7402,68.982,10.6298,16.2323,38.3838,41.0913,12.9448,12.0813,13.0397,NA,33.0195,22.5798,15.9042,18.1093,NA,NA
20060531,94.0518,58.4602,41.9245,23.1861,23.252,64.23,33.0765,52.1037,63.385,NA,23.7085,40.2319,36.6336,39.1647,7.4915,20.2067,38.4944,24.9755,70.254,10.672,16.3642,38.5671,41.6563,13.1146,12.162,13.0124,NA,33.0765,22.8355,15.9644,18.41,NA,NA
20060601,94.9517,59.599,42.1936,23.6612,22.9688,62.56,33.6827,52.3364,63.463,NA,24.1814,40.3977,36.9248,39.5212,7.5751,20.4963,39.0708,25.3185,71.5261,10.8677,16.7466,39.0746,42.0672,13.2414,12.3235,13.1853,NA,33.6827,23.0841,16.0513,18.5951,NA,NA
20060602,95.1509,59.5583,42.6037,23.9037,23.4251,63.5,34.0713,53.0116,63.5587,NA,24.3498,41.0608,36.7597,39.7643,7.6146,20.4837,38.6025,25.3105,71.6767,10.8344,16.7334,39.2931,42.2067,13.2211,12.3397,13.1469,NA,34.0713,23.3043,16.0179,18.8207,NA,NA
20060605,93.7642,57.8257,41.681,22.8892,23.3613,63.29,34.237,52.9429,63.5029,NA,23.6923,39.7263,36.2259,39.2133,7.4757,20.2025,36.7921,24.788,69.5678,10.6164,16.5093,38.694,41.1354,13.0183,12.1297,12.9669,NA,34.237,22.6082,15.7906,18.5951,NA,NA
20060606,93.5355,57.5817,41.1748,22.7209,23.1609,62.55,33.8277,53.1929,63.5029,NA,23.5595,39.5357,35.9638,38.9783,7.4457,19.787,35.4772,24.6644,69.4423,10.5942,16.6213,38.6305,40.8272,12.998,12.154,12.8396,NA,33.8277,22.4164,15.8374,18.6298,NA,NA
20060607,92.8348,57.0204,40.6109,22.2211,23.006,62.28,34.0661,53.2055,63.463,NA,23.4883,37.6874,35.7891,39.1971,7.4915,19.8499,35.306,24.469,68.7561,10.4341,16.562,38.9054,41.0766,13.031,12.162,12.8395,NA,34.0661,21.905,15.8307,18.5604,NA,NA
20060608,92.7537,57.0692,39.7139,21.8251,22.76,60.91,33.9935,53.3117,63.5348,NA,23.5887,37.8697,35.5561,39.2295,7.482,19.8038,35.1799,24.3294,68.7059,10.3918,16.4631,39.0464,40.8198,13.1273,12.1136,12.7576,NA,33.9935,21.834,15.8842,18.624,NA,NA
20060609,92.4586,56.5649,39.669,21.5406,22.7964,60.45,34.2163,53.5931,63.5348,NA,23.4494,37.6045,35.4396,39.0107,7.441,19.7282,35.5672,24.2017,68.5217,10.334,16.4367,38.983,40.9299,13.0538,12.1459,12.7303,NA,34.2163,21.7203,15.8975,18.7802,NA,NA
20060612,91.4555,55.2634,39.3294,20.7388,22.5231,60.03,33.807,53.6368,63.5427,NA,22.996,35.9468,35.0319,38.3867,7.3684,19.2077,34.2973,23.771,67.2916,10.1383,16.2521,38.6517,39.8418,12.9144,11.9682,12.5119,NA,33.807,21.3794,15.804,18.8207,NA,NA
20060613,90.3933,54.2141,38.0992,20.2786,21.9126,55.92,33.4599,53.6744,63.5268,NA,22.685,35.1014,34.8087,38.1112,7.3068,18.9307,33.8199,23.5915,66.8731,10.1049,16.1466,37.9467,38.3397,12.7648,11.8471,12.3845,NA,33.4599,21.0172,15.7505,18.5951,NA,NA
20060614,91.0941,54.8649,38.6502,20.8601,21.9035,55.62,33.1749,53.1367,63.463,NA,22.8535,35.665,34.6922,38.1922,7.3147,19.1783,33.8019,23.8348,67.4338,10.2206,16.2126,37.4674,38.2149,12.709,11.8955,12.3481,NA,33.1749,21.2942,15.8173,18.4563,NA,NA
20060615,93.0266,56.7439,39.983,22.0751,22.1404,57.32,33.8692,52.8303,63.4471,NA,23.4559,37.9194,35.5367,39.0755,7.4899,19.8122,35.6573,24.4211,69.8356,10.5052,16.6016,38.2075,39.8879,13.0132,12.0651,12.6848,NA,33.8692,22.0045,15.9443,18.7397,NA,NA
20060616,92.349,56.0037,39.6626,21.9489,22.186,57.68,33.8018,52.7115,63.4152,NA,23.1579,37.3724,35.7405,38.7838,7.4773,19.7744,35.198,24.3533,69.9528,10.443,16.6213,38.0167,39.8098,12.8937,12.057,12.6915,NA,33.8018,21.8733,15.9622,18.7277,NA,NA
20060619,91.623,54.9055,39.464,21.1323,21.776,56.36,33.5687,52.6365,63.3912,NA,22.766,36.0297,35.6435,38.5893,7.3652,19.4847,34.3964,24.102,69.5343,10.4163,16.4697,37.6898,39.3095,12.8429,11.8869,12.6369,NA,33.5687,21.4371,15.9017,18.471,NA,NA
20060620,91.9341,54.8405,39.7011,21.3921,21.9582,57.3,33.3925,52.549,63.3833,NA,22.6721,35.1097,35.5949,38.6866,7.3289,19.4176,33.9731,24.0861,69.9193,10.3829,16.4433,37.8035,39.567,12.8378,12.0408,12.5732,NA,33.3925,21.5301,16.016,18.5177,NA,NA
20060621,92.6157,55.8003,40.2137,22.085,22.2771,58.33,33.7811,52.5615,63.3992,NA,22.8049,36.3032,36.255,38.6785,7.3461,19.724,35.1439,24.4052,71.8524,10.5875,16.5356,37.9314,40.4646,12.8607,12.146,12.6733,NA,33.7811,22.052,16.0765,18.5002,NA,NA
20060622,92.2082,55.5927,40.0022,21.689,22.268,57.73,33.5428,52.2614,63.3673,NA,22.6041,36.4641,36.1579,38.5481,7.3338,19.5968,34.7971,24.2986,71.6536,10.4595,16.4543,37.8604,40.2365,12.7971,12.0975,12.5094,NA,33.5428,21.9376,16.0496,18.436,117.8113,15.4396
20060623,92.1934,55.9267,39.8869,21.6519,22.2224,57.99,33.2889,52.1551,63.3514,20.4327,22.8956,37.2766,36.2259,38.808,7.3035,19.5968,35.0585,24.3345,72.0308,10.4306,16.4875,37.5334,40.3469,12.7641,12.1379,12.5185,NA,33.2889,22.1235,15.9958,18.4652,124.3374,15.5103
20060626,92.6009,56.6192,40.2009,21.6519,22.4684,58.28,33.6439,52.0551,63.3594,20.7315,22.915,37.6414,36.2647,38.67,7.1901,19.538,35.7256,24.4583,71.9134,10.4551,16.461,37.8248,40.4351,12.8454,12.227,12.555,NA,33.6439,22.1879,16.0832,18.541,NA,NA
20060627,91.8008,55.6416,39.4576,21.2436,22.5504,57.68,33.6073,52.3114,63.3992,20.7813,22.4778,37.2103,35.7211,38.2395,7.0797,19.3153,34.8061,24.1588,70.9497,10.2837,16.3351,37.5689,39.6774,12.7641,12.1217,12.5277,NA,33.6073,21.909,16.0093,18.471,126.3191,15.2192
20060628,92.4231,55.886,39.9061,21.9093,22.4593,57.54,33.7067,52.0363,63.3673,NA,22.5749,37.6829,35.8764,38.2557,7.0907,19.2439,34.7971,24.1947,71.2262,10.3149,16.4941,37.6898,39.773,12.7869,12.146,12.4639,NA,33.7067,21.9662,16.0832,18.5235,127.9934,15.215
20060629,94.2901,58.0448,41.3798,23.2109,22.9513,59.52,34.4556,52.2114,63.4789,20.8012,23.2907,39.3328,36.7306,39.1573,7.2012,19.7606,35.8608,24.8416,73.6817,10.6309,16.7723,38.493,41.2077,13.0081,12.4133,12.7006,NA,34.4556,22.8457,16.3386,18.7627,131.5127,15.6018
20060630,94.2604,58.4359,41.8988,23.2356,23.0515,61.23,34.7174,52.7178,63.5348,21.1596,23.5466,39.7474,36.5947,39.4253,7.2296,19.8152,35.4912,24.7977,74.1846,10.5642,16.9909,38.1945,41.2371,13.0183,12.4052,12.7371,NA,34.7174,22.953,16.258,18.8326,133.2211,15.6476
20060703,94.6827,59.1691,42.1167,23.7503,23.662,62.18,35.3614,52.6655,63.5249,21.2093,23.6308,40.2946,36.9248,39.5553,7.2691,19.8992,35.4011,24.9614,75.0226,10.6888,16.9909,38.5692,41.9139,13.0488,12.4942,12.8008,NA,35.3614,23.2247,16.352,19.0426,134.8953,NA
20060705,94.1419,58.3055,41.3158,23.0129,23.4798,62.5,35.3038,52.245,63.4689,20.8111,23.4008,40.1951,36.2744,39.3279,7.2107,19.7732,34.8332,24.7578,74.1343,10.4974,16.8518,38.1589,41.3622,12.9979,12.4052,12.6551,NA,35.3038,22.9459,16.2176,18.9143,134.1094,15.4479
20060706,94.416,58.2892,41.7515,23.4831,23.6347,63.02,35.3876,52.5651,63.5169,20.6717,23.5887,39.5981,35.9055,39.4497,7.2249,19.874,34.8268,24.7977,73.6063,10.5107,16.918,38.2727,41.3548,12.9979,12.4294,12.7006,NA,35.3876,22.9244,16.4058,18.8151,132.9136,15.5353
20060707,93.8011,57.4257,41.5593,23.0376,23.4615,62.63,35.241,52.904,63.5649,20.2933,23.3393,38.7359,35.6629,39.4741,7.2233,19.6808,34.6438,24.4503,72.9526,10.3572,16.7856,38.2158,40.7809,12.9674,12.3242,12.5914,NA,35.241,22.7456,16.3722,18.961,131.6152,15.4147
20060710,93.9789,57.4338,41.9053,23.2232,23.2975,62.02,35.5185,52.9542,63.5649,20.4527,23.2,38.6695,35.1969,39.0598,7.2359,19.7438,34.4185,24.4583,73.2795,10.2169,16.7524,38.3722,40.7957,13.0335,12.4052,12.5732,NA,35.5185,22.8028,16.473,19.0659,131.4102,15.5145
20060711,94.3938,57.9389,42.0206,23.3346,23.8078,63.81,35.5761,53.1237,63.5649,20.0046,23.3069,39.7971,35.362,39.2223,7.2706,20.1051,33.8325,24.4423,73.204,10.2859,16.6862,38.4788,40.7221,12.9115,12.4456,12.6187,NA,35.5761,22.7742,16.5604,19.2117,133.0502,15.5145
20060712,93.3862,56.7414,41.2325,22.8149,24.0447,64.92,35.6704,53.1363,63.5889,NA,23.145,39.7888,34.8378,38.8811,7.1807,19.9329,33.0122,24.1867,72.2403,10.0589,16.6266,38.0949,40.0452,12.9013,12.2352,12.4821,NA,35.6704,22.6098,16.426,19.1184,132.1619,15.1526
20060713,91.8674,55.4542,40.5084,21.9117,24.0355,65.55,35.1886,53.3434,63.6689,19.7158,22.6332,38.9929,34.6048,38.2801,7.1049,19.6178,32.3,23.7555,69.944,9.9031,16.3219,37.6116,39.2727,12.7692,12.0894,12.1726,NA,35.1886,21.9734,16.2916,19.0484,130.1459,14.9322
20060714,91.5118,55.0143,40.1624,22.0231,24.1449,65.85,34.7069,53.3748,63.6769,19.3075,22.264,39.2333,34.6048,38.0933,7.0465,19.3279,31.101,23.448,68.8545,9.8675,16.2954,37.704,38.8607,12.6903,12.0165,12.0997,NA,34.7069,22.0091,16.1303,19.0484,130.0093,14.72
20060717,91.3785,54.941,39.5985,21.6767,23.5982,63.95,34.7069,53.4564,63.6689,NA,22.0632,37.5917,34.6339,38.2151,7.0528,19.1977,30.5962,23.3242,68.4606,9.8719,16.355,37.9172,39.0446,12.7031,12.046,12.1271,NA,34.7069,21.716,16.1706,19.1009,126.5925,14.7741
20060718,91.8452,55.3157,39.5345,21.9786,23.4524,62.9,35.2305,52.9982,63.6209,19.2876,22.0049,36.9947,34.6534,38.207,7.0434,19.2523,29.9004,23.3642,69.0976,9.9142,16.3947,37.8888,39.1991,12.6522,12.0246,12.1817,NA,35.2305,21.8089,16.2445,19.1301,127.8909,14.562
20060719,93.1195,56.6192,40.5084,23.3346,23.5344,64.03,35.7751,53.5003,63.7089,19.3872,22.7272,37.8653,35.4979,39.1898,7.2154,19.811,31.4526,23.8753,70.7066,10.0455,16.6663,39.1115,40.8251,12.9039,12.2351,12.3091,NA,35.7751,22.3953,16.4461,19.4217,128.13,14.9114
20060720,92.4824,55.1691,40.2906,22.664,23.2884,62.54,35.4819,53.6572,63.7889,19.1881,22.2672,36.2402,35.061,38.7431,7.1444,19.5338,30.1184,23.3921,67.4634,9.9164,16.4808,39.0048,40.597,12.9573,12.0813,12.1726,NA,35.4819,21.7732,16.4596,19.4684,127.3442,14.7242
20060721,91.8304,54.3788,40.2906,22.2235,23.2246,61.71,34.9006,53.5568,63.7729,NA,22.1247,35.0629,34.9446,38.67,7.0765,19.433,30.1274,23.1325,66.9438,9.774,16.3815,38.7774,39.9864,12.8785,12.0327,12.0542,NA,34.9006,21.4872,16.426,19.515,124.2691,14.537
20060724,93.5048,56.1141,41.021,23.2232,23.3249,61.14,35.4767,53.5254,63.7729,19.1681,22.6818,36.265,35.4881,39.6609,7.1554,19.7816,31.2092,23.472,68.645,9.9498,16.6862,39.1826,40.8524,13.0081,12.1622,12.2454,NA,35.4767,21.8089,16.547,19.6958,129.0526,14.8615
20060725,93.8381,56.2526,41.0082,23.2851,23.1244,61.55,35.6599,53.3685,63.7569,19.198,23.0996,37.5834,35.6726,39.9858,7.2959,20.2101,31.6599,23.5399,67.4634,10.0322,16.9512,39.2821,40.9796,13.0437,12.2756,12.2818,NA,35.6599,22.145,16.6276,19.7775,130.351,15.0029
20060726,93.9641,56.1304,41.2965,23.1861,22.9695,62,35.7856,53.5631,63.8369,NA,23.3361,38.4705,36.0511,40.3675,7.3448,20.0337,31.669,23.2803,65.7621,10.0344,17.1565,39.2892,40.6191,13.1174,12.1379,12.2363,NA,35.7856,22.0949,16.547,19.8475,135.442,14.7034
20060727,93.8752,55.5927,41.5528,23.5053,23.416,62.9,35.6704,53.4815,63.8689,NA,22.9021,38.2052,35.8958,40.1563,7.3085,19.8992,30.8396,23.2244,64.8151,9.9832,17.2161,38.9622,40.9207,12.9649,12.0084,12.1544,NA,35.6704,21.6087,16.4394,19.69,132.5719,14.5079
20060728,94.8161,56.7577,42.3858,24.0101,23.334,63.11,36.1888,53.789,63.9489,18.9491,23.2421,38.0062,36.3521,40.6762,7.4269,20.0001,31.8132,23.5598,66.4996,10.2058,17.4215,39.7512,41.9654,13.0132,12.1298,12.3456,NA,36.1888,22.002,16.594,19.8241,134.1094,14.6785
