Date,SPY US Equity
20111222,0.008858919955821554
20111223,0.008940541080393771
20111227,0.0007909509876893317
20111228,-0.013123594223298007
20111229,0.010334731985051082
20111230,-0.004916109463081519
20120103,0.015896690681686643
20120104,0.001607820195882237
20120105,0.0026622101808344567
20120106,-0.002577159768872961
20120109,0.0024274519666882544
20120110,0.008670493072626462
20120111,0.0005421967913501469
20120112,0.002399456979701009
20120113,-0.0051738391372599946
20120117,0.003880485527544497
20120118,0.01105607000286457
20120119,0.00527670018573323
20120120,0.0006085402446422972
20120123,0.0005322631977495718
20120124,-0.001139826658598686
20120125,0.008367657138360185
20120126,-0.005130122522172709
20120127,-0.00045426765304157346
20120130,-0.0034140313860911986
20120131,-0.00038094156667711765
20120201,0.008757666393371277
20120202,0.0015855790405703285
20120203,0.014018229773483215
20120206,-0.0006688233537377464
20120207,0.0025285558599685842
20120208,0.0029675311925458914
20120209,0.001257357946582216
20120210,-0.007380034447270645
20120213,0.007434904297095368
20120214,-0.0012557789828989696
20120215,-0.004660144066703231
20120216,0.011066132164198716
20120217,0.002653577687664832
20120221,0.0004391817109918872
20120222,-0.0032086739978401946
20120223,0.0044031358746357
20120224,0.0021879545398515443
20120227,0.0016797730549291678
20120228,0.0029092382567024178
20120229,-0.003918746141158946
20120301,0.005181752015150254
20120302,-0.0030343287923214612
20120305,-0.00409312920253202
20120306,-0.014624988893805368
20120307,0.006975988458461924
20120308,0.009949093127128883
20120309,0.003866870792967436
20120312,7.257979186214847e-05
20120313,0.01804045286503242
20120314,-0.0010847868733058208
20120315,0.005789233384435821
20120316,0.0013831968089017543
20120319,0.003920189316459544
20120320,-0.0029108033919406084
20120321,-0.0016374693933942641
20120322,-0.007203868715835449
20120323,0.003232695570768218
20120326,0.014035825017475023
20120327,-0.0031074760426621495
20120328,-0.004958273801241475
20120329,-0.0017087428972912821
20120330,0.004135676142905442
20120402,0.007315226729498248
20120403,-0.004089577193619576
20120404,-0.009910233027835558
20120405,-0.0005009852710331497
20120409,-0.011231122238273161
20120410,-0.016784141503596972
20120411,0.00809333734048856
20120412,0.013065867007046483
20120413,-0.011888519242469253
20120416,-0.0006559014977437494
20120417,0.014826460928583085
20120418,-0.0033938940908695425
20120419,-0.006420326598471249
20120420,0.0016698091547286964
20120423,-0.008408928310955854
20120424,0.003801878523764346
20120425,0.013691448688905927
20120426,0.006969249766587415
20120427,0.0016407395633581956
20120430,-0.0037043862253481885
20120501,0.0062203390701347505
20120502,-0.0029488207270182976
20120503,-0.007660588555123415
20120504,-0.01615852662036832
20120507,0.0007300099666032178
20120508,-0.004011689111566463
20120509,-0.005931251167698548
20120510,0.0020621176545330133
20120511,-0.003014164725026802
20120514,-0.011060620111904562
20120515,-0.005741757554756144
20120516,-0.003831978607031883
20120517,-0.014824206016788022
20120518,-0.008558821187361398
20120521,0.01718878957465164
20120522,0.0017425634742358476
20120523,0.0005291077196272198
20120524,0.00196589965490368
20120525,-0.0032444645277903694
20120529,0.012112502380067447
20120530,-0.014510839233195738
20120531,-0.0022007670414000424
20120601,-0.025176513460574923
20120604,-0.0004682177352652861
20120605,0.0075716633910354325
20120606,0.02246912617899577
20120607,0.0006062668754112099
20120608,0.00795107089115299
20120611,-0.012659515018551115
20120612,0.011451971443440678
20120613,-0.006394198364325088
20120614,0.010599822248018365
20120615,0.010230197388966467
20120618,0.001938266823481083
20120619,0.009672586064737976
20120620,-0.0016218257173966633
20120621,-0.022438132864494253
20120622,0.007701436191891675
20120625,-0.016035127285518924
20120626,0.005025946368733214
20120627,0.009039201170076394
20120628,-0.00287572295710925
20120629,0.02496460035641923
20120702,0.0029757345003980085
20120703,0.006606799006317887
20120705,-0.004526507383323275
20120706,-0.009503591939629907
20120709,-0.0012540927307473915
20120710,-0.008720108554476691
20120711,0.000149234109232399
20120712,-0.0048449440277961164
20120713,0.01677702302891393
20120716,-0.0023567950746933297
20120717,0.006867128757124474
20120718,0.007406637136822658
20120719,0.0026204509673808385
20120720,-0.009148040101187305
20120723,-0.010112616584970535
20120724,-0.00862382246057225
20120725,0.00026157910143131957
20120726,0.0164974111330618
20120727,0.018396302363351325
20120730,3.608845796598814e-05
20120731,-0.006994893667477409
20120801,-0.0008713273595060134
20120802,-0.006903951758940208
20120803,0.019825085089851147
20120806,0.0019453373043867295
20120807,0.005013066060842952
20120808,0.001211774336538518
20120809,0.0008540854034515544
20120810,0.0016355294624108563
20120813,-0.0004966259890216707
20120814,0.00014220548862398097
20120815,0.0011357894710115612
20120816,0.00737848286286491
20120817,0.0013385060929300696
20120820,7.039762927618654e-05
20120821,-0.003024370949278765
20120822,0.00042363727907179793
20120823,-0.00814400256763359
20120824,0.006006736083109976
20120827,0.00021219283613405082
20120828,-0.0009891813030422636
20120829,0.0007778028712135399
20120830,-0.007207820148046662
20120831,0.004769138255816818
20120904,-0.0009209377864740631
20120905,-0.0008508150334877174
20120906,0.02029657591470735
20120907,0.003895352595713719
20120910,-0.0056816586942917136
20120911,0.0027873170018863913
20120912,0.003335152155967247
20120913,0.015236402317603481
20120914,0.004434122994687151
20120917,-0.003395681916213422
20120918,-0.0008177079653850505
20120920,0.000613579697094746
20120921,-0.0004142168985875605
20120924,-0.001542987936418272
20120925,-0.010607651180391087
20120926,-0.005586468113456533
20120927,0.00938624635340024
20120928,-0.004632273829414557
20121001,0.002604762665287863
20121002,0.0010740133118531947
20121003,0.004083105719464797
20121004,0.007133124426131454
20121005,0.00010301083641572895
20121008,-0.003407928746552158
20121009,-0.009900675859880081
20121010,-0.006380693040416996
20121011,0.0005583699237969864
20121012,-0.0032780759141202154
20121015,0.008327900290812984
20121016,0.010133050790292364
20121017,0.004535223104636721
20121019,-0.019223145601221847
20121022,0.00014217214236067477
20121023,-0.013876342695250288
20121024,-0.0028285686269414745
20121025,0.0029080322203247633
20121026,-0.0005656734279307907
20121031,0.0
20121101,0.010470462261643387
20121102,-0.008892355694227638
20121105,0.0020395792237541954
20121107,-0.015006684491978617
20121108,-0.012023684299820148
20121109,0.0008689186427697226
20121112,0.0007600726787329037
20121113,-0.0034357309157492244
20121114,-0.01349956475214964
20121115,-0.001690700363252029
20121116,0.004937449942048477
20121119,0.020238558774040127
20121120,0.0004310557799809267
20121121,0.0018682389165916025
20121123,0.013625291314864896
20121126,-0.002123104864777736
20121127,-0.005103940050131817
20121128,0.008052453278625471
20121129,0.004665188128235798
20121130,0.00024685407004820803
20121203,-0.004960042021536104
20121204,-0.0014135655368197053
20121205,0.0017696679418233163
20121206,0.0033923632458801034
20121207,0.003063674338930733
20121210,0.0004077970801730224
20121211,0.006786637694373265
20121212,0.0004883385417269182
20121213,-0.006132223118770153
20121214,-0.0036795990001595724
20121217,0.011715948101861384
20121218,0.01112850584207381
20121219,-0.007429209708848639
20121220,0.005752432647334604
20121221,-0.009078725025543077
20121224,-0.0030817161672649362
20121226,-0.004214804563034358
20121227,-0.0013292396184808597
20121228,-0.010819331136877719
20121231,0.016996502870570973
20130102,0.02563021876673477
20130103,-0.002231139258865311
20130104,0.0043632364021348735
20130107,-0.002736181599480303
20130108,-0.0028767210540022736
20130109,0.0025446074455843792
20130110,0.007949962899635343
20130111,-6.801431021086213e-05
20130114,-0.0006801893647191415
20130115,0.0006806523371998274
20130116,-0.0001360378729438061
20130117,0.0064602771388462266
20130118,0.0022297253239225157
20130122,0.005393705597933396
20130123,0.0016091152154904531
20130124,0.00026788633740282286
20130125,0.005621743394234713
20130128,-0.001197645127331004
20130129,0.003931323780940632
20130130,-0.0039159289961535615
20130131,-0.0024656058183278873
20130201,0.01028695777276556
20130204,-0.011273193036408391
20130205,0.010131457889480222
20130206,0.0007284938487068793
20130207,-0.0013235700577308718
20130208,0.005564802507201483
20130211,-0.00019769847958239772
20130212,0.00164703765853913
20130213,0.000861647178318492
20130214,0.0009135033743932208
20130215,-0.0011816019400218147
20130219,0.007494137226426334
20130220,-0.012463109457110932
20130221,-0.00607885008095288
20130222,0.009772188305139373
20130225,-0.019026706038321572
20130226,0.006845695789506223
20130227,0.012598080516631915
20130228,-0.0019747795320183004
20130301,0.003298329177754411
20130304,0.0053246595490674675
20130305,0.008959032876979967
20130306,0.0013615560640733992
20130307,0.0017862787889868503
20130308,0.0042900701831758425
20130311,0.003795507475930604
20130312,-0.0022431993121054816
20130313,0.0014454067890272704
20130314,0.00529167229677463
20130315,-0.0013223371351466229
20130318,-0.005518913180126983
20130319,-0.0023226415208464912
20130320,0.006984904058928931
20130321,-0.00854921480428994
20130322,0.008039975193883109
20130325,-0.004177682530766003
20130326,0.008003260587646555
20130327,0.0
20130328,0.0030726644636902556
20130401,-0.003956949940208232
20130402,0.004933738784397512
20130403,-0.010138812824963095
20130404,0.004058569605185802
20130405,-0.004503739208616797
20130408,0.006779753171071157
20130409,0.0034570568137923807
20130410,0.012248995383548289
20130411,0.0032771850176966932
20130412,-0.0024502281310330165
20130415,-0.023186406162382434
20130416,0.014776096291624352
20130417,-0.01461155809229464
20130418,-0.006253838303645454
20130419,0.008693715470663221
20130422,0.004437879855461846
20130423,0.010309301554385586
20130424,0.000633440144362174
20130425,0.004054270676557836
20130426,-0.0017665350265461122
20130429,0.00669879700060938
20130430,0.0023852814234899267
20130501,-0.008767778249834324
20130502,0.009287265653106669
20130503,0.01012888102635423
20130506,0.0025529356581794893
20130507,0.00506752107906272
20130508,0.004551969337438733
20130509,-0.002809762507998248
20130510,0.00324784861500671
20130513,0.0007951724642314417
20130514,0.010334043810786175
20130515,0.005355981673508481
20130516,-0.004665131842522596
20130517,0.009676587265029957
20130520,-5.965778888583628e-05
20130521,0.0014374875413067922
20130522,-0.007417526192285195
20130523,-0.0028930081282441122
20130524,-0.0008576025653010966
20130528,0.006000574115879287
20130529,-0.006494609079911506
20130530,0.0036926118686941845
20130531,-0.014382613119294674
20130603,0.005537060454606779
20130604,-0.004806485832914986
20130605,-0.013989079806812188
20130606,0.009040858227660653
20130607,0.012720486268614106
20130610,0.0
20130611,-0.010327551013878722
20130612,-0.00826506839424912
20130613,0.015208279910583045
20130614,-0.0063025644794516555
20130617,0.007752071575258812
20130618,0.007875558621004197
20130619,-0.013787116236093189
20130620,-0.024778370287747764
20130621,0.0032107235815446167
20130624,-0.012636200376755835
20130625,0.009646302250803762
20130626,0.009869451006275343
20130627,0.005869766155503386
20130628,-0.004097521444515695
20130701,0.0058595225778701465
20130702,-0.0009296063366358576
20130703,0.00043450913481346554
20130705,0.010788634824692833
20130708,0.005673839994280394
20130709,0.00722788269317709
20130710,0.0003754932760589025
20130711,0.013608638748072943
20130712,0.00041834218163017134
20130715,0.003850478422291914
20130716,-0.0037469901397185756
20130717,0.002538000434131771
20130718,0.005476752255378248
20130719,0.0017765299276966129
20130722,0.0019511307877690953
20130723,-0.0021240488538112334
20130724,-0.003665908907676374
20130725,0.0024331051692072503
20130726,0.0010659531794727783
20130729,-0.0030752223367830345
20130730,-1.1752587297575445e-05
20130731,0.0007238296186655724
20130801,0.011557698684646844
20130802,0.0016998463377155826
20130805,-0.0014624278757162656
20130806,-0.005682803561942618
20130807,-0.003240468291959453
20130808,0.0036650426577895523
20130809,-0.0028856344277328194
20130812,-0.001175767622058066
20130813,0.0029504603848486965
20130814,-0.005129047353668481
20130815,-0.01398626998494934
20130816,-0.0033057144938664074
20130819,-0.006391581723196871
20130820,0.004915417888329721
20130821,-0.006159795701164872
20130822,0.009115292514481954
20130823,0.0033724433826063382
20130826,-0.003721351885997981
20130827,-0.016084051597030857
20130828,0.0035508363304219692
20130829,0.0015863918722125447
20130830,-0.0031677584381856194
20130903,0.004521741607643293
20130904,0.0082732226644755
20130905,0.0012671196513944771
20130906,0.000481766946994977
20130909,0.00960051550914609
20130910,0.007372654155495928
20130911,0.0031389503151373344
20130912,-0.0026564564068691787
20130913,0.0022489288269214036
20130916,0.005787289575789112
20130917,0.004462626783836132
20130918,0.011580167982950806
20130919,-0.0016817476166260947
20130920,-0.006991987953595347
20130923,-0.004627339826510535
20130924,-0.002354116769379133
20130925,-0.0028905807433274866
20130926,0.0038458398031040453
20130927,-0.004602795306160479
20130930,-0.005322428911823773
20131001,0.007916252168564286
20131002,-0.0009452015950619508
20131003,-0.009220321041857216
20131004,0.007576234606556875
20131007,-0.008644856283041347
20131008,-0.01164638547790231
20131009,0.0007254371196714349
20131010,0.021557529586534452
20131011,0.0064434297311009026
20131014,0.003994037895333369
20131015,-0.007254032260800458
20131016,0.01396545714266173
20131017,0.006683324986198613
20131018,0.006743410259947069
20131021,6.85054960696263e-05
20131022,0.00579131063983751
20131023,-0.004788605736805174
20131024,0.003322042817145432
20131025,0.004567915459791294
20131028,0.001591302811609241
20131029,0.005333649245430783
20131030,-0.004966893920448356
20131031,-0.002836320428546979
20131101,0.0023891275890461916
20131104,0.0035188716441214574
20131105,-0.00316676756857448
20131106,0.005105428177567983
20131107,-0.012643419307449832
20131108,0.01349157042065352
20131111,0.00016878752333093772
20131112,-0.0020296872005425293
20131113,0.008024492299948172
20131114,0.0049891186107193786
20131115,0.004351004774782785
20131118,-0.0034992221445618865
20131119,-0.0021733607513804154
20131120,-0.0031285004512322523
20131121,0.008069033912558643
20131122,0.005002133917162865
20131125,-0.000995575717959607
20131126,0.00027739518218505843
20131127,0.002434879960353742
20131129,-0.000662794495283614
20131202,-0.002596545415514573
20131203,-0.0043206382594607184
20131204,-0.00011098506992701651
20131205,-0.004395367536877526
20131206,0.011176613569704008
20131209,0.002542278358326655
20131210,-0.0035831568609399067
20131211,-0.011230893620298055
20131212,-0.0033013645467063757
20131213,-0.00011199440548881334
20131216,0.006209222469896414
20131217,-0.003158261247746208
20131218,0.017072936373658365
20131219,-0.0011560280383079435
20131220,0.005818144635599154
20131223,0.005342901292614943
20131224,0.002191151590149154
20131226,0.005056314402108741
20131227,-5.39605134530774e-05
20131230,-0.0001361635267483896
20131231,0.004733111383754318
20140102,-0.009584027952582064
20140103,-0.00019108846639215304
20140106,-0.0028706594758254322
20140107,0.006141830808344295
20140108,0.00021754055936828998
20140109,0.0006543655168860241
20140110,0.0027225413736458037
20140113,-0.013332046968198119
20140114,0.010925440078021653
20140115,0.005390178720036776
20140116,-0.0013000261754428921
20140117,-0.0042567006285278985
20140121,0.0029682426307486853
20140122,0.0006513939831238602
20140123,-0.008193458252796604
20140124,-0.021335718063319797
20140127,-0.004919008537330072
20140128,0.005954282670302735
20140129,-0.009605232049135548
20140130,0.010600578000467209
20140131,-0.00585840199888521
20140203,-0.022505380159061117
20140204,0.006976406855728978
20140205,-0.0012260447690511933
20140206,0.013186940556032756
20140207,0.012395872332459756
20140210,0.0018368391215273228
20140211,0.010943792344151548
20140212,0.0004944516816112188
20140213,0.005162565696309684
20140214,0.005519300216271228
20140218,0.001195469627736756
20140219,-0.006622018964420495
20140220,0.0059009656354789275
20140221,-0.0011404351950832226
20140224,0.005546835693969188
20140225,-0.00037868768185744806
20140226,5.429704979786898e-05
20140227,0.0052471816992678555
20140228,0.002529190609340093
20140303,-0.0070315431744801815
20140304,0.014055407165900258
20140305,0.000905876760171509
20140306,0.0022905988367591945
20140307,0.00042482758620687733
20140310,-0.000530655788835821
20140311,-0.0049427464184707
20140312,0.0002667874295676498
